period_covered,utilization_type,state_code,number_of_prescriptions,total_amount_reimbursed,Prescription
2015,FFSU,LA,25,6818.5,Buprenorphine
2015,FFSU,LA,40,10775.26,Buprenorphine
2015,FFSU,LA,47,12963.1,Buprenorphine
2015,FFSU,LA,73,17107.03,Buprenorphine
2015,FFSU,LA,864,316039.36,Buprenorphine
2015,FFSU,LA,3248,1166732.09,Buprenorphine
2015,FFSU,ME,14,3262.48,Buprenorphine
2015,FFSU,ME,14,3978.52,Buprenorphine
2015,FFSU,ME,14,4547.83,Buprenorphine
2015,FFSU,ME,16,5480.7,Buprenorphine
2015,FFSU,ME,18,7150.81,Buprenorphine
2015,FFSU,ME,19,9353.94,Buprenorphine
2015,FFSU,ME,25,7369.92,Buprenorphine
2015,FFSU,ME,26,6245.6,Buprenorphine
2015,FFSU,ME,27,12556.5,Buprenorphine
2015,FFSU,ME,29,14505.18,Buprenorphine
2015,FFSU,ME,30,16220.17,Buprenorphine
2015,FFSU,ME,366,50841.77,Buprenorphine
2015,FFSU,ME,451,64002.75,Buprenorphine
2015,FFSU,ME,478,61282.46,Buprenorphine
2015,FFSU,ME,486,64316.3,Buprenorphine
2015,FFSU,ME,647,136324.61,Buprenorphine
2015,FFSU,ME,672,134540.76,Buprenorphine
2015,FFSU,ME,805,153598.78,Buprenorphine
2015,FFSU,ME,930,167965.65,Buprenorphine
2015,FFSU,ME,1202,126804.45,Buprenorphine
2015,FFSU,ME,1379,146913.46,Buprenorphine
2015,FFSU,ME,1395,136898.71,Buprenorphine
2015,FFSU,ME,1445,149629.53,Buprenorphine
2015,FFSU,ME,10481,1741762.72,Buprenorphine
2015,FFSU,ME,11689,1927042.83,Buprenorphine
2015,FFSU,ME,11748,1962847.06,Buprenorphine
2015,FFSU,ME,12270,2075602.86,Buprenorphine
2015,FFSU,MI,13,3397.1,Buprenorphine
2015,FFSU,MI,16,3137.53,Buprenorphine
2015,FFSU,MI,19,3695.77,Buprenorphine
2015,FFSU,MI,19,3941.06,Buprenorphine
2015,FFSU,MI,26,1993.72,Buprenorphine
2015,FFSU,MI,26,10998.16,Buprenorphine
2015,FFSU,MI,27,6018.56,Buprenorphine
2015,FFSU,MI,30,10501.79,Buprenorphine
2015,FFSU,MI,32,7244.83,Buprenorphine
2015,FFSU,MI,72,27366.19,Buprenorphine
2015,FFSU,MI,96,45794.36,Buprenorphine
2015,FFSU,MI,198,54688.94,Buprenorphine
2015,FFSU,MI,225,60406.33,Buprenorphine
2015,FFSU,MI,255,67217.06,Buprenorphine
2015,FFSU,MI,288,73554.03,Buprenorphine
2015,FFSU,MI,369,108541.87,Buprenorphine
2015,FFSU,MI,399,83080.03,Buprenorphine
2015,FFSU,MI,401,82283.21,Buprenorphine
2015,FFSU,MI,408,45623.04,Buprenorphine
2015,FFSU,MI,423,48575.33,Buprenorphine
2015,FFSU,MI,432,86686.2,Buprenorphine
2015,FFSU,MI,449,103879.18,Buprenorphine
2015,FFSU,MI,477,50934.09,Buprenorphine
2015,FFSU,MI,490,147009.9,Buprenorphine
2015,FFSU,MI,549,53829.37,Buprenorphine
2015,FFSU,MI,674,188611.05,Buprenorphine
2015,FFSU,MI,812,243764.16,Buprenorphine
2015,FFSU,MI,9336,2685588.35,Buprenorphine
2015,FFSU,MI,9369,2763512.29,Buprenorphine
2015,FFSU,MI,9638,2755304.42,Buprenorphine
2015,FFSU,MI,10520,2906066.32,Buprenorphine
2015,FFSU,MN,14,2916.64,Buprenorphine
2015,FFSU,MN,15,2766.86,Buprenorphine
2015,FFSU,MN,16,8019.24,Buprenorphine
2015,FFSU,MN,40,24598.01,Buprenorphine
2015,FFSU,MN,41,20520.71,Buprenorphine
2015,FFSU,MN,57,28689.51,Buprenorphine
2015,FFSU,MN,62,20277.54,Buprenorphine
2015,FFSU,MN,64,30626.02,Buprenorphine
2015,FFSU,MN,86,30260.62,Buprenorphine
2015,FFSU,MN,89,28806.06,Buprenorphine
2015,FFSU,MN,91,27615.16,Buprenorphine
2015,FFSU,MN,106,23326.87,Buprenorphine
2015,FFSU,MN,119,23390.22,Buprenorphine
2015,FFSU,MN,134,30034.13,Buprenorphine
2015,FFSU,MN,173,37243.88,Buprenorphine
2015,FFSU,MN,536,185718.71,Buprenorphine
2015,FFSU,MN,589,209516.08,Buprenorphine
2015,FFSU,MN,709,239657.57,Buprenorphine
2015,FFSU,MN,717,260538.55,Buprenorphine
2015,FFSU,MO,19,5642.36,Buprenorphine
2015,FFSU,MO,25,6990.28,Buprenorphine
2015,FFSU,MO,25,8054.04,Buprenorphine
2015,FFSU,MO,29,12822.4,Buprenorphine
2015,FFSU,MO,29,13044.02,Buprenorphine
2015,FFSU,MO,30,12920.48,Buprenorphine
2015,FFSU,MO,34,9788.52,Buprenorphine
2015,FFSU,MO,42,18124.6,Buprenorphine
2015,FFSU,MO,104,26002.51,Buprenorphine
2015,FFSU,MO,108,23253.29,Buprenorphine
2015,FFSU,MO,121,52705.53,Buprenorphine
2015,FFSU,MO,124,33942.78,Buprenorphine
2015,FFSU,MO,135,60356.22,Buprenorphine
2015,FFSU,MO,145,29407.2,Buprenorphine
2015,FFSU,MO,152,81022.89,Buprenorphine
2015,FFSU,MO,157,57026.1,Buprenorphine
2015,FFSU,MO,161,89391.29,Buprenorphine
2015,FFSU,MO,168,47584.17,Buprenorphine
2015,FFSU,MO,169,76141.26,Buprenorphine
2015,FFSU,MO,170,52078.52,Buprenorphine
2015,FFSU,MO,183,82573.16,Buprenorphine
2015,FFSU,MO,191,91398.2,Buprenorphine
2015,FFSU,MO,199,37536.83,Buprenorphine
2015,FFSU,MO,202,53976.66,Buprenorphine
2015,FFSU,MO,204,35916.29,Buprenorphine
2015,FFSU,MO,206,34236.82,Buprenorphine
2015,FFSU,MO,218,38268.14,Buprenorphine
2015,FFSU,MO,221,130862.59,Buprenorphine
2015,FFSU,MO,228,125522.03,Buprenorphine
2015,FFSU,MO,263,64558.66,Buprenorphine
2015,FFSU,MO,302,101675.88,Buprenorphine
2015,FFSU,MO,309,97437.79,Buprenorphine
2015,FFSU,MO,310,74677.36,Buprenorphine
2015,FFSU,MO,311,92666.09,Buprenorphine
2015,FFSU,MO,323,72663.38,Buprenorphine
2015,FFSU,MO,356,111749.41,Buprenorphine
2015,FFSU,MO,2627,842649.24,Buprenorphine
2015,FFSU,MO,2892,934226.33,Buprenorphine
2015,FFSU,MO,3290,1017235.51,Buprenorphine
2015,FFSU,MO,3331,1039842.09,Buprenorphine
2015,FFSU,NC,16,11623.82,Buprenorphine
2015,FFSU,NC,23,4785.41,Buprenorphine
2015,FFSU,NC,25,6688.5,Buprenorphine
2015,FFSU,NC,29,7366.44,Buprenorphine
2015,FFSU,NC,30,8736.6,Buprenorphine
2015,FFSU,NC,31,8026.66,Buprenorphine
2015,FFSU,NC,32,8537.15,Buprenorphine
2015,FFSU,NC,43,10789.68,Buprenorphine
2015,FFSU,NC,98,20802.64,Buprenorphine
2015,FFSU,NC,101,19023.06,Buprenorphine
2015,FFSU,NC,104,19832.96,Buprenorphine
2015,FFSU,NC,119,21762.03,Buprenorphine
2015,FFSU,NC,123,50199.29,Buprenorphine
2015,FFSU,NC,136,35588.82,Buprenorphine
2015,FFSU,NC,139,57218.8,Buprenorphine
2015,FFSU,NC,154,68984.13,Buprenorphine
2015,FFSU,NC,157,64747.04,Buprenorphine
2015,FFSU,NC,168,89384.49,Buprenorphine
2015,FFSU,NC,179,41719.24,Buprenorphine
2015,FFSU,NC,194,98103.69,Buprenorphine
2015,FFSU,NC,201,59133.52,Buprenorphine
2015,FFSU,NC,206,50669.44,Buprenorphine
2015,FFSU,NC,210,117421.48,Buprenorphine
2015,FFSU,NC,213,107474.59,Buprenorphine
2015,FFSU,NC,263,83637.54,Buprenorphine
2015,FFSU,NC,299,88478.38,Buprenorphine
2015,FFSU,NC,312,92160.04,Buprenorphine
2015,FFSU,NC,324,93996.95,Buprenorphine
2015,FFSU,NC,358,192378.03,Buprenorphine
2015,FFSU,NC,431,207841.52,Buprenorphine
2015,FFSU,NC,472,67249.52,Buprenorphine
2015,FFSU,NC,501,69774.04,Buprenorphine
2015,FFSU,NC,521,261372.52,Buprenorphine
2015,FFSU,NC,559,269436.66,Buprenorphine
2015,FFSU,NC,560,146185.72,Buprenorphine
2015,FFSU,NC,574,73231.08,Buprenorphine
2015,FFSU,NC,582,69431.15,Buprenorphine
2015,FFSU,NC,666,164662.68,Buprenorphine
2015,FFSU,NC,672,174125.94,Buprenorphine
2015,FFSU,NC,725,197769.46,Buprenorphine
2015,FFSU,NC,15194,4160495.21,Buprenorphine
2015,FFSU,NC,15708,4335496.61,Buprenorphine
2015,FFSU,NC,17212,4743459.73,Buprenorphine
2015,FFSU,NC,17938,4950293.87,Buprenorphine
2015,FFSU,NH,15,1161.37,Buprenorphine
2015,FFSU,NH,16,1366.71,Buprenorphine
2015,FFSU,NH,23,841.91,Buprenorphine
2015,FFSU,NH,302,40411.59,Buprenorphine
2015,FFSU,NH,334,46370.32,Buprenorphine
2015,FFSU,NH,454,61303.53,Buprenorphine
2015,FFSU,NH,457,64612.2,Buprenorphine
2015,FFSU,SC,13,3439.76,Buprenorphine
2015,FFSU,SC,15,3020.81,Buprenorphine
2015,FFSU,SC,15,4906.21,Buprenorphine
2015,FFSU,SC,90,29604.99,Buprenorphine
2015,FFSU,SC,143,43676.96,Buprenorphine
2015,FFSU,SC,238,61786.83,Buprenorphine
2015,FFSU,SC,251,76548.88,Buprenorphine
2015,FFSU,TN,13,3967.47,Buprenorphine
2015,FFSU,TN,15,989.23,Buprenorphine
2015,FFSU,TN,25,5743.95,Buprenorphine
2015,FFSU,TN,28,4961.72,Buprenorphine
2015,FFSU,TN,32,2960.14,Buprenorphine
2015,FFSU,TN,35,6575.91,Buprenorphine
2015,FFSU,TN,39,6664.82,Buprenorphine
2015,FFSU,TN,64,5712.45,Buprenorphine
2015,FFSU,TN,91,8533.99,Buprenorphine
2015,FFSU,TN,95,7878.17,Buprenorphine
2015,FFSU,TN,150,20395.94,Buprenorphine
2015,FFSU,TN,172,52349.07,Buprenorphine
2015,FFSU,TN,190,18529.31,Buprenorphine
2015,FFSU,TN,195,21485.38,Buprenorphine
2015,FFSU,TN,200,20533.13,Buprenorphine
2015,FFSU,TN,244,33173.15,Buprenorphine
2015,FFSU,TN,332,58271.05,Buprenorphine
2015,FFSU,TN,557,94260.51,Buprenorphine
2015,FFSU,TN,710,125389.05,Buprenorphine
2015,FFSU,TN,943,159702.18,Buprenorphine
2015,FFSU,TN,4123,566755.67,Buprenorphine
2015,FFSU,TN,7326,1299341.05,Buprenorphine
2015,FFSU,TN,15584,2835331.19,Buprenorphine
2015,FFSU,TN,17171,3124679.46,Buprenorphine
2015,FFSU,TN,17638,3131848.96,Buprenorphine
2015,FFSU,UT,17,4442.75,Buprenorphine
2015,FFSU,UT,18,3515.49,Buprenorphine
2015,FFSU,UT,24,11706.86,Buprenorphine
2015,FFSU,WV,78,4592.13,Buprenorphine
2015,FFSU,WV,90,12528.75,Buprenorphine
2015,FFSU,WV,108,6233.65,Buprenorphine
2015,FFSU,WV,4344,578811.56,Buprenorphine
2015,FFSU,WV,15418,1896878.12,Buprenorphine
2015,FFSU,WV,17432,2180324.77,Buprenorphine
2015,FFSU,WY,13,3084.48,Buprenorphine
2015,FFSU,WY,13,6631.66,Buprenorphine
2015,FFSU,WY,21,3182.47,Buprenorphine
2015,FFSU,WY,22,8525.3,Buprenorphine
2015,FFSU,WY,24,6764.93,Buprenorphine
2015,FFSU,WY,27,7506.92,Buprenorphine
2015,FFSU,WY,28,3980.1,Buprenorphine
2015,FFSU,WY,33,4895.26,Buprenorphine
2015,FFSU,WY,46,6283.51,Buprenorphine
2015,FFSU,WY,71,16439.47,Buprenorphine
2015,FFSU,WY,84,22081.78,Buprenorphine
2015,FFSU,WY,91,17021.65,Buprenorphine
2015,FFSU,WY,104,22788.97,Buprenorphine
2015,FFSU,WY,115,27065.7,Buprenorphine
2015,FFSU,WY,126,22486.09,Buprenorphine
2015,FFSU,XX,13,3967.47,Buprenorphine
2015,FFSU,XX,39,6664.82,Buprenorphine
2015,MCOU,AZ,19,7447.71,Buprenorphine
2015,MCOU,AZ,20,3642.19,Buprenorphine
2015,MCOU,AZ,23,4299.84,Buprenorphine
2015,MCOU,AZ,24,7010.38,Buprenorphine
2015,MCOU,AZ,27,2496.83,Buprenorphine
2015,MCOU,AZ,27,10262.1,Buprenorphine
2015,MCOU,AZ,28,5255.41,Buprenorphine
2015,MCOU,AZ,33,9248.76,Buprenorphine
2015,MCOU,AZ,33,15663.66,Buprenorphine
2015,MCOU,AZ,34,2295.08,Buprenorphine
2015,MCOU,AZ,34,6691.32,Buprenorphine
2015,MCOU,AZ,35,9266.12,Buprenorphine
2015,MCOU,AZ,35,18242.71,Buprenorphine
2015,MCOU,AZ,36,10124.4,Buprenorphine
2015,MCOU,AZ,36,13518.45,Buprenorphine
2015,MCOU,AZ,40,17479.36,Buprenorphine
2015,MCOU,AZ,42,18422.24,Buprenorphine
2015,MCOU,AZ,52,20816.36,Buprenorphine
2015,MCOU,AZ,120,14216.55,Buprenorphine
2015,MCOU,AZ,134,41292.17,Buprenorphine
2015,MCOU,AZ,155,44666.45,Buprenorphine
2015,MCOU,AZ,160,40460.72,Buprenorphine
2015,MCOU,AZ,757,185470.56,Buprenorphine
2015,MCOU,AZ,1104,407194.29,Buprenorphine
2015,MCOU,FL,12,2625.99,Buprenorphine
2015,MCOU,FL,12,5515.09,Buprenorphine
2015,MCOU,FL,12,6422.33,Buprenorphine
2015,MCOU,FL,13,3642.77,Buprenorphine
2015,MCOU,FL,14,2870.39,Buprenorphine
2015,MCOU,FL,15,4307.26,Buprenorphine
2015,MCOU,FL,16,2912.65,Buprenorphine
2015,MCOU,FL,19,5790.03,Buprenorphine
2015,MCOU,FL,20,8727.18,Buprenorphine
2015,MCOU,FL,25,7046.91,Buprenorphine
2015,MCOU,FL,38,8764.3,Buprenorphine
2015,MCOU,FL,43,8770.78,Buprenorphine
2015,MCOU,FL,49,13159.18,Buprenorphine
2015,MCOU,FL,52,13567.55,Buprenorphine
2015,MCOU,FL,69,9080.32,Buprenorphine
2015,MCOU,FL,89,27212.21,Buprenorphine
2015,MCOU,FL,96,13847.68,Buprenorphine
2015,MCOU,FL,99,15224.83,Buprenorphine
2015,MCOU,FL,102,14830.7,Buprenorphine
2015,MCOU,FL,126,39716.61,Buprenorphine
2015,MCOU,FL,152,49621.34,Buprenorphine
2015,MCOU,FL,173,58347.63,Buprenorphine
2015,MCOU,FL,2632,804218.25,Buprenorphine
2015,MCOU,FL,2814,901116.06,Buprenorphine
2015,MCOU,FL,3211,1027939.65,Buprenorphine
2015,MCOU,FL,3746,1197036.74,Buprenorphine
2015,MCOU,KY,15,2872.62,Buprenorphine
2015,MCOU,KY,15,3087.27,Buprenorphine
2015,MCOU,KY,15,3880.53,Buprenorphine
2015,MCOU,KY,17,3248.52,Buprenorphine
2015,MCOU,KY,21,2953.97,Buprenorphine
2015,MCOU,KY,21,8647.31,Buprenorphine
2015,MCOU,KY,21,10624.27,Buprenorphine
2015,MCOU,KY,22,11184.5,Buprenorphine
2015,MCOU,KY,23,4323.3,Buprenorphine
2015,MCOU,KY,23,11672.64,Buprenorphine
2015,MCOU,KY,26,2487.13,Buprenorphine
2015,MCOU,KY,26,7442.09,Buprenorphine
2015,MCOU,KY,27,7750.83,Buprenorphine
2015,MCOU,KY,29,11971.96,Buprenorphine
2015,MCOU,KY,31,17003.75,Buprenorphine
2015,MCOU,KY,34,10353.59,Buprenorphine
2015,MCOU,KY,34,11203.65,Buprenorphine
2015,MCOU,KY,34,11321.6,Buprenorphine
2015,MCOU,KY,42,7061.53,Buprenorphine
2015,MCOU,KY,42,8166.71,Buprenorphine
2015,MCOU,KY,43,12017.28,Buprenorphine
2015,MCOU,KY,44,9853.27,Buprenorphine
2015,MCOU,KY,63,6103.43,Buprenorphine
2015,MCOU,KY,71,5898.58,Buprenorphine
2015,MCOU,KY,74,6638.26,Buprenorphine
2015,MCOU,KY,148,59531.2,Buprenorphine
2015,MCOU,KY,174,63882.24,Buprenorphine
2015,MCOU,KY,213,79442.44,Buprenorphine
2015,MCOU,KY,224,30738.53,Buprenorphine
2015,MCOU,KY,411,50531.63,Buprenorphine
2015,MCOU,KY,580,97502.03,Buprenorphine
2015,MCOU,KY,1632,152881.54,Buprenorphine
2015,MCOU,KY,1860,169002.6,Buprenorphine
2015,MCOU,KY,2062,176086.62,Buprenorphine
2015,MCOU,KY,3130,251743.85,Buprenorphine
2015,MCOU,KY,16897,3193366.3,Buprenorphine
2015,MCOU,KY,17177,3675407.1,Buprenorphine
2015,MCOU,KY,18651,4191652.43,Buprenorphine
2015,MCOU,KY,21661,5919982.12,Buprenorphine
2015,MCOU,KY,23153,6033962.63,Buprenorphine
2015,MCOU,KY,23629,5599773.46,Buprenorphine
2015,MCOU,KY,23847,5716301.54,Buprenorphine
2015,MCOU,KY,23936,4184468.33,Buprenorphine
2015,MCOU,LA,14,3986.39,Buprenorphine
2015,MCOU,LA,16,10188.27,Buprenorphine
2015,MCOU,LA,17,1843.89,Buprenorphine
2015,MCOU,LA,17,4823.41,Buprenorphine
2015,MCOU,LA,19,5800.06,Buprenorphine
2015,MCOU,LA,23,3128.75,Buprenorphine
2015,MCOU,LA,23,6591.21,Buprenorphine
2015,MCOU,LA,24,17288.08,Buprenorphine
2015,MCOU,LA,26,2317.21,Buprenorphine
2015,MCOU,LA,27,4755.94,Buprenorphine
2015,MCOU,LA,27,19053.61,Buprenorphine
2015,MCOU,LA,29,4908.98,Buprenorphine
2015,MCOU,LA,35,5421.3,Buprenorphine
2015,MCOU,LA,70,15498.6,Buprenorphine
2015,MCOU,LA,76,15630.59,Buprenorphine
2015,MCOU,LA,90,18454.54,Buprenorphine
2015,MCOU,LA,98,21860.58,Buprenorphine
2015,MCOU,LA,3968,1453446.33,Buprenorphine
2015,MCOU,LA,5322,1924381.19,Buprenorphine
2015,MCOU,LA,5350,1967575.72,Buprenorphine
2015,MCOU,LA,5772,2038565.47,Buprenorphine
2015,MCOU,MI,20,5353.08,Buprenorphine
2015,MCOU,MI,21,6073.05,Buprenorphine
2015,MCOU,MI,81,16891.94,Buprenorphine
2015,MCOU,MI,82,15742.07,Buprenorphine
2015,MCOU,MI,91,16323.17,Buprenorphine
2015,MCOU,MI,104,19196.31,Buprenorphine
2015,MCOU,MI,115,49867.35,Buprenorphine
2015,MCOU,MI,117,46978.84,Buprenorphine
2015,MCOU,MI,127,52495.2,Buprenorphine
2015,MCOU,MI,157,65021.57,Buprenorphine
2015,MCOU,MI,187,90023.34,Buprenorphine
2015,MCOU,MI,192,59375.56,Buprenorphine
2015,MCOU,MI,194,107716.65,Buprenorphine
2015,MCOU,MI,196,54227.07,Buprenorphine
2015,MCOU,MI,218,110118.48,Buprenorphine
2015,MCOU,MI,225,64662.73,Buprenorphine
2015,MCOU,MI,249,122836.89,Buprenorphine
2015,MCOU,MI,267,76211.39,Buprenorphine
2015,MCOU,MN,16,3417.98,Buprenorphine
2015,MCOU,MN,18,3469.85,Buprenorphine
2015,MCOU,MN,21,4769.74,Buprenorphine
2015,MCOU,MN,27,5375.13,Buprenorphine
2015,MCOU,MN,28,5742.39,Buprenorphine
2015,MCOU,MN,30,5764.79,Buprenorphine
2015,MCOU,MN,39,22480.15,Buprenorphine
2015,MCOU,MN,41,16625.86,Buprenorphine
2015,MCOU,MN,48,19990.28,Buprenorphine
2015,MCOU,MN,49,28252.04,Buprenorphine
2015,MCOU,MN,51,21002.73,Buprenorphine
2015,MCOU,MN,51,28001.41,Buprenorphine
2015,MCOU,MN,53,26812.24,Buprenorphine
2015,MCOU,MN,56,16745.04,Buprenorphine
2015,MCOU,MN,57,17207.17,Buprenorphine
2015,MCOU,MN,57,25559.64,Buprenorphine
2015,MCOU,MN,67,18536.37,Buprenorphine
2015,MCOU,MN,69,20762.71,Buprenorphine
2015,MCOU,MN,88,40347.35,Buprenorphine
2015,MCOU,MN,101,39646.24,Buprenorphine
2015,MCOU,MN,122,49094.56,Buprenorphine
2015,MCOU,MN,137,52843.35,Buprenorphine
2015,MCOU,MN,205,71203.61,Buprenorphine
2015,MCOU,MN,255,88467.52,Buprenorphine
2015,MCOU,MN,265,79279.07,Buprenorphine
2015,MCOU,MN,275,85804.8,Buprenorphine
2015,MCOU,MN,428,84881.38,Buprenorphine
2015,MCOU,MN,437,86060.85,Buprenorphine
2015,MCOU,MN,467,88068.8,Buprenorphine
2015,MCOU,MN,485,91983.59,Buprenorphine
2015,MCOU,MN,2494,945121.05,Buprenorphine
2015,MCOU,MN,2608,949025.21,Buprenorphine
2015,MCOU,MN,2612,931572.11,Buprenorphine
2015,MCOU,MN,2679,960400.86,Buprenorphine
2015,MCOU,NH,13,2706.2,Buprenorphine
2015,MCOU,NH,14,2739.04,Buprenorphine
2015,MCOU,NH,15,4259.8,Buprenorphine
2015,MCOU,NH,16,1722.08,Buprenorphine
2015,MCOU,NH,16,2973.12,Buprenorphine
2015,MCOU,NH,18,5061.19,Buprenorphine
2015,MCOU,NH,18,6853.71,Buprenorphine
2015,MCOU,NH,19,2613.69,Buprenorphine
2015,MCOU,NH,19,5518.61,Buprenorphine
2015,MCOU,NH,20,4462.35,Buprenorphine
2015,MCOU,NH,20,5374.22,Buprenorphine
2015,MCOU,NH,20,8148.37,Buprenorphine
2015,MCOU,NH,23,10176.49,Buprenorphine
2015,MCOU,NH,25,7092.63,Buprenorphine
2015,MCOU,NH,39,19520.1,Buprenorphine
2015,MCOU,NH,40,5641.9,Buprenorphine
2015,MCOU,NH,43,20662.13,Buprenorphine
2015,MCOU,NH,50,24956.44,Buprenorphine
2015,MCOU,NH,54,14216.32,Buprenorphine
2015,MCOU,NH,56,9485.97,Buprenorphine
2015,MCOU,NH,57,32498.72,Buprenorphine
2015,MCOU,NH,59,13337.11,Buprenorphine
2015,MCOU,NH,69,9379.5,Buprenorphine
2015,MCOU,NH,69,11044.71,Buprenorphine
2015,MCOU,NH,77,16807.83,Buprenorphine
2015,MCOU,NH,78,10709.31,Buprenorphine
2015,MCOU,NH,83,17135.58,Buprenorphine
2015,MCOU,NH,91,17999.14,Buprenorphine
2015,MCOU,NH,95,15678.51,Buprenorphine
2015,MCOU,NH,138,24461.45,Buprenorphine
2015,MCOU,NH,148,15816.38,Buprenorphine
2015,MCOU,NH,163,16127.56,Buprenorphine
2015,MCOU,NH,167,17261.66,Buprenorphine
2015,MCOU,NH,245,21763.86,Buprenorphine
2015,MCOU,NH,4337,781538.92,Buprenorphine
2015,MCOU,NH,4424,790721.27,Buprenorphine
2015,MCOU,NH,5077,892236.27,Buprenorphine
2015,MCOU,NH,6054,1039406.88,Buprenorphine
2015,MCOU,SC,14,2648.05,Buprenorphine
2015,MCOU,SC,15,5847.65,Buprenorphine
2015,MCOU,SC,16,4534.09,Buprenorphine
2015,MCOU,SC,17,4620.4,Buprenorphine
2015,MCOU,SC,17,8598.62,Buprenorphine
2015,MCOU,SC,18,3039.64,Buprenorphine
2015,MCOU,SC,18,4568.96,Buprenorphine
2015,MCOU,SC,19,10144.74,Buprenorphine
2015,MCOU,SC,22,3420.32,Buprenorphine
2015,MCOU,SC,22,10933.76,Buprenorphine
2015,MCOU,SC,23,3520.94,Buprenorphine
2015,MCOU,SC,23,6239.49,Buprenorphine
2015,MCOU,SC,25,3989.94,Buprenorphine
2015,MCOU,SC,25,4481.79,Buprenorphine
2015,MCOU,SC,28,13673.89,Buprenorphine
2015,MCOU,SC,29,4749.71,Buprenorphine
2015,MCOU,SC,41,5577.36,Buprenorphine
2015,MCOU,SC,43,5991.16,Buprenorphine
2015,MCOU,SC,101,28927.25,Buprenorphine
2015,MCOU,SC,126,41443.81,Buprenorphine
2015,MCOU,SC,127,30430.42,Buprenorphine
2015,MCOU,SC,155,44475.26,Buprenorphine
2015,MCOU,SC,1931,621559.28,Buprenorphine
2015,MCOU,SC,1979,607671.24,Buprenorphine
2015,MCOU,SC,2657,870053.24,Buprenorphine
2015,MCOU,SC,2800,824931.03,Buprenorphine
2015,MCOU,UT,14,4138.39,Buprenorphine
2015,MCOU,WV,12,5282.77,Buprenorphine
2015,MCOU,WV,21,2011.64,Buprenorphine
2015,MCOU,WV,22,3914.79,Buprenorphine
2015,MCOU,WV,49,7250.43,Buprenorphine
2015,MCOU,WV,72,7920.2,Buprenorphine
2015,MCOU,WV,79,9787.67,Buprenorphine
2015,MCOU,WV,82,10548.91,Buprenorphine
2015,MCOU,WV,205,12628.26,Buprenorphine
2015,MCOU,WV,383,45570.94,Buprenorphine
2015,MCOU,WV,511,31501.65,Buprenorphine
2015,MCOU,WV,559,34018.18,Buprenorphine
2015,MCOU,WV,6351,885098.02,Buprenorphine
2015,MCOU,WV,7010,939453.99,Buprenorphine
2015,MCOU,WV,8683,1163764.54,Buprenorphine
2015,MCOU,WV,23963,2989739.32,Buprenorphine
2015,MCOU,XX,29,4473.94,Buprenorphine
2012,FFSU,CO,165,1832.92,Methadone
2012,FFSU,CO,482,12630.53,Methadone
2012,FFSU,CO,491,13244.2,Methadone
2012,FFSU,CO,599,15422.01,Methadone
2012,FFSU,CO,635,16328.1,Methadone
2012,FFSU,CO,706,18739.29,Methadone
2012,FFSU,CO,711,18232.5,Methadone
2012,FFSU,CO,714,18035.38,Methadone
2012,FFSU,CO,782,20055.79,Methadone
2012,FFSU,NY,23,6425.84,Methadone
2012,FFSU,PA,121,727.98,Methadone
2012,FFSU,UT,61,395.3,Methadone
2012,FFSU,UT,387,4022.52,Methadone
2012,FFSU,XX,50,13566.21,Methadone
2012,FFSU,XX,55,17432.66,Methadone
2012,FFSU,XX,66,8911.92,Methadone
2012,FFSU,XX,4593,39977.56,Methadone
2012,FFSU,XX,5224,45989.59,Methadone
2012,FFSU,XX,24881,457668.36,Methadone
2012,FFSU,XX,25594,475120.85,Methadone
2012,FFSU,XX,26982,497470.52,Methadone
2012,FFSU,XX,32742,617632.12,Methadone
2012,FFSU,XX,32874,604569.07,Methadone
2012,FFSU,XX,36817,704804.14,Methadone
2012,FFSU,XX,38705,735500.14,Methadone
2012,FFSU,XX,46342,872969.34,Methadone
2012,MCOU,CA,24,349.92,Methadone
2012,MCOU,CA,313,2155.4,Methadone
2012,MCOU,CA,318,2408.62,Methadone
2012,MCOU,CA,331,2459.08,Methadone
2012,MCOU,CA,430,3048.22,Methadone
2012,MCOU,CA,467,3475.35,Methadone
2012,MCOU,CA,504,3774.44,Methadone
2012,MCOU,CA,563,4044.25,Methadone
2012,MCOU,CA,1962,38074.55,Methadone
2012,MCOU,CA,1992,40410.54,Methadone
2012,MCOU,CA,2107,41324.2,Methadone
2012,MCOU,CA,2535,51712.4,Methadone
2012,MCOU,CA,4576,95104.64,Methadone
2012,MCOU,CA,5145,107627.35,Methadone
2012,MCOU,CA,5259,108907.2,Methadone
2012,MCOU,CA,5539,116930.15,Methadone
2012,MCOU,HI,20,164.27,Methadone
2012,MCOU,HI,46,18461.33,Methadone
2012,MCOU,HI,51,57223.47,Methadone
2012,MCOU,HI,55,445.69,Methadone
2012,MCOU,HI,56,416.14,Methadone
2012,MCOU,HI,357,6988.61,Methadone
2012,MCOU,HI,370,7295.05,Methadone
2012,MCOU,HI,442,8652.18,Methadone
2012,MCOU,HI,469,9288.98,Methadone
2012,MCOU,HI,697,19024.23,Methadone
2012,MCOU,HI,818,16214.64,Methadone
2012,MCOU,HI,857,17224.4,Methadone
2012,MCOU,HI,911,18558,Methadone
2012,MCOU,TX,20,121.16,Methadone
2012,MCOU,WA,20,146.86,Methadone
2012,MCOU,XX,97,5080.84,Methadone
2012,MCOU,XX,402,4762.74,Methadone
